userName,score,at,content
Muhammad Dalail,2,2024-03-08 03:25:33,"Aplikasi blom siap digunakan & mengecewakan utk daftar mudik gratis susah dibuka , sekali nya bisa di buka kuota habis dlm waktu kurang dr 3 menit"
Cahya Gaming,1,2024-03-06 09:29:27,Belum juga dapat tiket Udah habis aja tiketnya Pas jam 12.00 malah aplikasi lag Padahal jaringan aman Lucu emang kalau aplikasi milik pemerintah
Wueland Luphe,5,2023-03-15 03:58:01,Terimakasih sudah menyelenggarakan progam mudik gratis ini.semakin maju dan tentunya untuk aplikasi agar lebih ditingkatkan lagi yaa
Wigunawan Wawan,2,2024-03-30 08:52:42,Aplikasi nya perlu d pebaiki harus nya kalo udh dpt kursi terkunci otomatis ini malah ngebleng padahal sinyal bagus pastinyabpermainan oknum ini
Muhammad Hadiansyah,2,2024-03-21 01:21:33,Saya pantau terus dari tanggal 8 maret kemarin sesuai jam nya tapi status/kouta nya selalu penuh.
Park Chanyeol,2,2024-07-12 17:49:29,Waktu coba beri aduan karna ada masalah GA DIRESPON SAMSEK gatau kenapa kyak ga berguna aja kek cuman buat tau jalur bus aja
Theo R W,1,2024-03-06 11:19:47,"Tidak profesional. Sempat nunggu bis 2jam, bis nya datang cuma tidak terima penumpang. Harusnya ada pemberitahuan jika ada keterlambatan"
Diy Proyektor Indonesia,1,2023-03-13 17:35:26,"Error , sekalianya bisa udah habis , dan wilayahnya aneh pinggiran jakarta semua ga kaya dulu d Kemayoran,, pakai aplikasi malah sulit bgini"
Raihansyah Permana,1,2024-10-07 22:51:45,Kedatangan lama padahal posisinya tinggal puteran cileunyi
Sony Suryadi,5,2024-03-04 07:16:58,Halo Min Mitra darat mau tanya. Saya cari tombol menu mudik gratis kok gk ada ya di app mitra darat.
Bela Okta,4,2023-03-13 08:01:46,ini kenapa gak bisa login ya tulisanya Failed terus.Saya sudah coba ganti akun bahwa buat akun baru tetep tulisannya failed.
Budi Darmawan,5,2024-09-18 21:22:15,sangat bermanfaat
Tri Astri,2,2023-03-13 07:25:43,Aplikasi nya aneh giliran mw daftar pas jam nya mlh ke logout sendiri pdhl sblmnya udh bisa login giliran mw login lg keterangan nya http failed trs
Muhammad zikri Pratama putra,3,2023-03-14 02:21:56,"min kenapa tiket ke sumatera habis semua dr titik keberangkatan di jakarta, bukannya kuota 24 rb sedangkan yg download aplikasi ini baru 10rb lebih, seharusnya masih ada kan min?"
Bernardus Patmo,4,2024-02-10 11:00:55,"cukup membantu untuk warga dari luar daerah, mungkin bisa ditingkatkan dengan pencarian halte tempat antara tujuan awal dan akhir"
Vanisa Dwiyanti,3,2023-03-13 09:22:21,"Saya tadi sudah daftar, tapi gagal terus.. pas mau dftr ulang kok ada keterangan ""nik sudah terdaftar pesanan. Itu gmna ya min???"
Aimanul ichsan w,5,2024-04-17 07:09:02,"Aplikasi transportasi yang cukup baik. bisa mengecek jadwal, record, pemesanan tiket dll"
SyaJehan Aleska Ilmi,2,2024-05-18 01:12:03,aplikasi udh di-update malah gabisa login loading terus
eno angga,1,2024-05-14 18:28:39,"Sumpah trans solo bener"" kacau hp saya jatuh waktu naik bus TB 1.19, itu urgent hp harga 4 JT minta turun darurat aja gabisa alhasil diturunin di halte berikut nya saya harus lari kembali ke halte sebelum nya alhasil hp hilang"
Ghesa Septian,5,2024-07-02 15:36:36,"aplikasi nya bagus bangett, bisa trecking teman bus kota yg di tentukan"
Har Yati,5,2024-04-20 07:34:57,Semoga transmusi terus maju dan pelayanan sangat baik. Bus yg sangat membantu aktifitas setiap hari.
Anis Puspita sari,4,2024-03-04 02:33:15,"Saya baru saja update aplikasi ini, tapi menu mudik gratisnya dimana ya?kenapa ga ada, apa karna belum dibuka jadi hlm ditampilkan?"
Budi Gunarto,5,2024-08-16 00:45:51,"Usulan untuk koridor C, agar ada stop bus di seberang RS Hermina"
Tukijan Ajja,1,2023-03-13 11:34:11,"Awal awal login aman, giliran kurang 1/2 jam waktu buka tiket, malah error, http failed, try again, sampe tuwek ngono trus, anehhhh"
Riko Suwiryo,5,2024-03-07 21:45:46,"cukup bagus, tapi sayang belum mencakup semua terminal daerah jadi gabisa ikut program mudik gratis. fyi : saya orang bogor, terdekat ke terminal baranang siang namun tidak tersedia"
Nuni Sahamiah,5,2024-10-03 02:51:05,"Mas Muchi semangat yaaaa, sehat sehat biar aplikasi ini makin ok dan mantap 🤟"
Abdus Salam232,5,2024-05-31 14:24:52,sangad membantu dlm mlakukan perjalan dan trif bershabat dgn kantong masyarakat umum.
Kasoem 79,1,2024-03-12 08:13:38,"Aplikasi modus doang, pertama buka gak bisa masuk hari berikutnya langsung bisa masuk dan tiket habis sampai saat ini kalau masuk tiket habis...😁😁😁"
Ragiel,3,2023-03-13 18:48:00,"Kenapa setelah login email, tidak muncul permintaan no wa??? Tdk seperti contoh,,, gimana coba daftarnya"
Ulfa Romadhon,5,2024-01-06 22:57:50,"Alhamdulillah jadi bisa tracking teman bus kota bandung, sebelunnya di aplikasi teman bus belum jalan fiturnya.."
Mba Yulia,5,2024-08-16 15:21:44,Sangat membantu...
Nessa Maswita,5,2024-08-04 09:23:10,Sangat bermanfaat dan membantu
Badan Intelijen Negara,5,2023-12-26 16:16:05,"mantap sekarang kalo mau tracking teman bus di aplikasi mitradarat udah lebih akurat, ga kayak kemaren ngetracking di aplikasi teman bus mencet koridor ini eh yg keluar koridor lain🗿"
Riyan Amorra,5,2024-09-27 14:42:17,sayangat membantu masyarakat.
Riguk Infany,5,2023-04-04 01:10:20,"Sangat sangat bermanfaat, apalahi yg biasa menggunakan jasa angkutan umum darat, semoga kedepannya bertambah berkembang."
Dania Dewi,1,2024-02-24 12:10:07,Bagus apknya mumpuni sekali.but karyawan nya kurang ramah jdi mungkin bisa diperbaiki lagi.
barto lussy,5,2024-03-05 01:09:04,"Aplikasi nya Bagus, Mohon Rute nya di Tambah Lagi Untuk Daerah Denpasar Rute Jalan Raya Sesetan Ke Arah Pasar Sanglah Belum Ada, maaf kalau salah."
Ika Suprihatin,3,2023-03-13 07:00:19,Mau login kok ngga bisa ya. Tulisan nya http failed. Please try again Udah dicoba uninstal juga ngga bisa login
Iezam Kamal,1,2024-04-01 04:05:44,"Mengapa kalo saya buka aplikasi suka ada tulisan kesalahan lah, error lah dll padahal jaringan saya lancar jaya"
ANDI KUSDIANTO,5,2023-03-13 12:04:20,"Aplikasinya lengkap & mudah digunakan, terimakasih Mitra Darat dari kemenhub udah sangat membantu sekali."
Febryan Falentino Fredericktho,1,2024-03-20 04:59:07,"Live trackingnya ga guna,malah bikin orang sering ketinggalan bus, ga realtime!!!!"
Devanka Putra111,1,2024-03-10 03:43:33,"Parahhhhh.... Baru buka udah habis tiketnya, udah gitu di Costumer service nya di WA respon ajah ngga"
Jalu Sunu,4,2024-03-18 15:50:21,keren sih semoga selalu ada anggaran maintenance biar kepake terus.. tp tambah jadwal min
FLaM bOYAN,3,2024-03-11 01:03:44,"moga bisa lebih baik kedepannya, kalo bisa didampingi sampai lokasi mudik agar tdk ad penumpang yg ketinggalan di rest area"
Elya Erfiani,5,2023-03-19 03:39:35,"Aplikasi mudah di gunakan, pelayanan di pos verifikasi cepat dan nyaman,terimakasih Mitra Darat 👍👍"
Tastravel Umroh,5,2023-03-13 08:46:45,Aplikasinya simpel dan mudah didonloud. Namun harus sedikit bersabar krn banyaknya pengguna.
Lurah Kampung_sebelah,1,2024-03-08 12:13:18,"bug dimana2, mudik gratis klo kuota penuh bisa di buka, sedang tujuan lain yang tidak jelas loading nunggu sampai kiamat"
Merdira Ummaira,1,2024-03-12 02:28:37,Ini aplikasi sbnarnya bisa dipake ga sih? Masa tiket mudik setiap hari setiap menit d cek selalu abis
Sri Handayani,5,2024-04-08 02:58:11,"Saya mau daftar untuk arus balik dari Malang ke Jakarta sudah habis,sedangkan kemarin waktu pemberangkatan ada beberapa bangku bis yg kosong tolong di revisi lagi pak,terima kasih🙏"
Aka amri,1,2024-03-14 01:29:08,Enakan offline ngorbanin 1 hari ga kerja tapi puas dengan hasilnya ini tiap hari harus lihat muku kaya kursi sudah diklik masukin data udah kelar eh kelar juga kursi habis kursi habis ga jelas pake motor pun jadi seperti tahun tahun yg lalu sudah 6x ikutan ga pernah dapet eh pas giliran sudah jalan pake motor ada yg ngasih tau bis masi ada yg kosong kan lucu
Agus Ajah,1,2024-03-06 05:16:35,"Upps sepertinya aplikasi anda lemot tidak bagus, saat buka mudik gratis langsung tidak bisa di gunakan"
Ramadhan fajar Pratama,1,2023-03-13 07:10:42,Otp tidak pernah di kirim padahal bener nomer tlp yg di daftarkan sekarang tidak bisa di akses
mochamad zainuddin,1,2023-03-13 07:03:45,"Aplikasi belom matang min, failed terus, harusnya ada 2 opsi lewat aplikasi dan browser"
Dimas Harianto,5,2023-03-10 11:45:49,"Min, fiturnya diaktifkan aja semuanya dong 🙏😁. Barusan buka apk.nya lagi sisa fitur bus tracking 😭"
Edwin Duaz,1,2023-03-14 06:38:03,"Arah sumatera barat, padang gak ada, kenapa y, padahal bisnya keren keren dan artis semua. Ada apa ini dengan sumbar🤭🤭🤭"
Frendy Aldo Tobing,5,2024-02-27 08:01:06,"Aplikasi yang sangat bagus dengan fitur yang lengkap, simpel, dan modern!"
Azzam Jaylani,4,2024-03-07 07:05:03,"Untuk tim pengurus mudik gratis tolong lebih d tingkatkan lagi kinerjanya, masa sy daftar nya susah sekali, sy sdh klik kursi kosong pas sy isi data dan kirim tahunya sdh habis tiketnya sampai skrg sy susah sekali dapat kursi kosong utk mudik"
Muhammad Safrudin,1,2023-03-14 06:02:26,"Ga bisa login. Pas udh pilih awal keberangkatan dan tujuan, lalu klok cari. Malah ga ada apa apa.. Gimana ya"
Eza Rayn,2,2023-04-14 07:59:51,Kenapa sampe lampung doang di gratiskan padahal yang merantau banyak bukan di kota lampung . Kalo di lampung tinggal nyebrang pun jadi nyampe di jakarta.
Echi fo,3,2023-03-12 18:54:28,Mau masuk error mulu servernya pas pendaftaran tiket gratis... sengaja bngt di errorin apa gmn ya ?
Karno 18,1,2023-03-13 17:23:38,"Aplikasi ga jelas, dari siang mau log in ga bisa, giliran udah bisa login tiket nya habis 👎👎👎"
Izar22 Aryadi,5,2024-04-03 13:00:23,"sangat membantu perjalanan kerja, nyaman, keren pokonya,,, mantappp"
Mail Mail,1,2023-03-13 11:07:48,Tiap buka apk ny kesalahan coba lagi dan lagi gk bisa di pakek gimna mau daftar 🥲
Fera Angelina,1,2023-03-13 14:14:31,Kenapa gak pakai link saja seperti taun sebelum nya...lwt aplikasi kendala lemot..giliran pas bisa buka sudah habis
walang sangit,5,2023-03-13 12:02:16,http failed please try again . . .versi sdh terbaru sesuai arahan . . ..dari tadi siang mau pesen tiket gabisa bisa . . . help min
Celia Setyowati,1,2023-03-13 07:45:12,Dari tadi aplikasi eror terus Tolong di perbaiki lagi nih aplikasinya... Jangan asal buat aplikasi dong.....
kociss ciss,1,2023-03-26 09:13:53,"Aplikasi gk jelas , begitu di cari cuma ada gambar tiket doang dan gk ada hasil"
Awan Gun,5,2023-03-13 07:41:09,top... aplikasi yg membantu buat para pemudik semoga server nya bisa lebih baik lagi biar gak lemot
Muhammad Dimas,1,2023-03-13 14:12:10,"Aplikasi kunyuk ga bermutu htp gagal terus ga guna,kalo mau bagus di tingkatkan lagi,"
Supri Anto,1,2023-03-14 02:52:38,"Klo tiket sudah abis, pendaftaran nya ditutup jgn dibuka bae, udh aplikasinya jelek bnr lama loadingnya, percuma di adain mudik gratis"
bagus wahyuni,3,2023-03-13 14:01:45,"Kenapa setiap klik fitur tercantum HTTP failed, please try again. Saya harus gimana ya? Mohon info nya. Tq"
Totok Sugiyanto,3,2023-03-13 07:10:10,Yaelah...baru jg mau buka pendaftaran aplikasi udah failed 😂😂😂...pie iki pie...bikin aplikasi yg benerlah...
Maya Kumaya,4,2023-03-13 08:31:23,"Sangat memuaskan, tingkat kan lagi pelayanan aduan. Biar ga lama nunggu"
dharma 02,5,2023-03-16 03:50:13,"Syukur Alhamdulillah Bisa diBantu sama Kemenhub, dan sgt mudah skl pendaftarannya,.. Pelayanannya Ramah Mengasikkan,.... SmgThn2 Berikutnya Bisa Bergabung lg"
Fahmi Nazulmi,5,2023-03-17 01:49:38,Alhamdulillah bisa mudik gratis bareng Kemenhub. Pelayanan bagus. Pendaftaran mudah. Trimakasih Kemenhub. sukses selalu
Azzam Rbn,3,2023-03-13 12:22:25,"Min kok gabisa login ya, tulisan nya HTTP failed terus kenapa ya?"
Endri Tri Haknyo,1,2023-03-13 07:32:34,"Tidak bisa log in http failed terus, gmn dpt kode OTPnya"
aqil pradana,5,2023-03-17 01:07:47,"Verifikasi mudik gratis pelayanan ramah cepat dan tidak ribet,semoga tambh sukses"
Yuliawati Hidayah,3,2023-03-13 07:52:25,"Dah download, update ulang..giliran jam 14 tg 13, ga bisa buat daftar mudik....kezeelll. Sptny aplikasinya blm siappp...."
RIZAL AL ARIFIN,3,2023-03-13 15:03:45,"Sbelum daftaran dibuka apk bisa di akses, giliran udah buka jam 2 apk ga bisa si akses, kalah sama yg pake iphone"
Margiono 23#,3,2023-03-14 18:41:58,Gak ada info daftar nya.yg ada cuma masuk.setelah masuk kuota mudik geratis habis semua..tolog untuk di perbanyak kuota
Mardalih Dalih,4,2023-03-14 08:32:41,"Saya udah buka aplikasi mitra darat,tapi setelah ditulis kota tujuan yg muncul di layar tiket habis"
Muhammad Ardiansyah,5,2023-03-15 04:24:13,"Alhamdulillah dapet tiket gratis pp, proses validasi juga cepat. Terima kasih"
Zuli Ningsih,5,2024-01-31 23:53:20,sangat bermanfaat dan usul kalau ada pengalihan jalur tolong di kasih notif.
Andika Putra,5,2024-03-09 01:10:53,"sangat bagus program dari kemenhub dan terimakasih buat aplikasi mitradarat, sangat membantu kami 👏😊"
Bahrun Rosyadi,5,2024-02-07 11:15:50,"Terima kasih, Aplikasi ini sangat membantu pengguna TemanBus krn dpt mengetahui posisi Bus realtime"
Yuan Aulia,5,2023-12-13 03:27:13,Alhamdulillah dapat tiket mudik gratis dari notifikasi aplikasi mitra darat. Aplikasinya keren dan bermanfaat
Fuji Lestari,3,2024-03-06 05:58:05,"Waktu pendaftaran di buka loading terus gak bisa masuk, sekalinya bisa tiket sudah habis.."
Kaamsalillulu Ilmaknun,3,2023-03-13 10:51:30,"Mau login pke google susah timeout, please try again trs apa maksudnya ya. Kalo saya dpt saya ksh bintang 5. Dulu pke website msh ganpang2 aj msh bisa masuk di coba sampe 30x Ini ngga bisa, hrs sabar lh wong gratisan hahahaha sadar diri aj lh"
Susanti Shanti,1,2023-12-05 22:09:50,"Berkali kali daftar mudik gratis gak pernah dapat, halaman pendaftaran gak bisa dibuka giliran kuota habis baru bisa dibuka...."
Reya Binawa,5,2023-03-20 06:55:32,"Halo admin, mohon maaf. Apakah kuota per tanggal skrg sudah habis? Soalnya saya bisa log in tp ketika masukin asal dan tujuqn terus pencarian malah logo koktak biru orens gt, itu artinya apaya?"
Suhartoyo 77,5,2023-12-11 01:48:33,"Pelayanan nya ramah , cepat, dan jelas Mantap Terima kasih"
Aqli Romario S,1,2023-03-13 14:22:52,"Pecumah ada aduan tapi gak ada respon, aplikasi juga gk bisa di gunakan, seblum risli pikirkan resiko eror nya agar tidak begini aplikasi tidak bisa di apa² in"
Risna,1,2023-03-13 07:21:01,"Payah saat di butuh eror trus ,ngebug , ntar giliran sudah bisa kuota penuh 🤦‍♀️🤦‍♀️"
Mirecel Safiti,1,2023-03-27 14:17:37,Kurang puas sangat kurang puas maklum aplikasi murah engk bisa masuk loding terus dari awal sampai sekarang nunggu apakah belum jodoh mudik ada apa ya dijalan entarnya ini tanda bagi saya
RaissaIbnusabil Sabil,3,2023-03-13 07:09:18,Saya Sdh login tp kenapa ada tulisan failed jd ga bisa ngapa² in ini kak admin
Fajar Eka Saputra,4,2023-03-12 16:15:35,"Lemot min, ga bisa akses titik nerangkat dan titik tujuan"
Satria Vlog,1,2023-03-13 07:18:43,"Katanya ada mudik gratis, pas di buka aplikasinya aja error dan gabisa bisa..."
Nurul Sinta,1,2023-04-05 11:51:09,Apa tiket nya sudh habis kah min ? Setiap mau daftar selalu habis habis dan habis dan sampe saking mau ke bagiannya saya buka aplikasi nya setiap 2jam sekali
Pak Yadi,3,2023-03-13 10:06:49,Saya tidak bisa login ada tulisan http failed bagaimana ini?mohon segera di perbaiki
Dedi purnomo Driver,1,2024-03-30 01:28:26,"Pendaftaran mudik gratis buka jam 8 pagi,pas jam 8 aplikasi eror.5 menit dah hbs gk ada kursi ..parah banget nih aplikasi"
Faisal Akbar,1,2024-03-04 13:49:07,"Aplikasi gak siap, gak layak diinstal, mana daftar mudik gratis ga ada opsinya..."
pradikta channel,1,2023-03-13 20:48:39,Mulai dibuka tgl 13 maret pukul 14.00 pas login engga bisa2 begitu malam nyobaain lagi langsung habis tiketnya. Ya nasib ya nasib. Terminal poris plawad tujuan kebumen
Nur Sali,4,2024-03-07 08:12:36,"Masa baru d bk pendaftaran mudik gratis pas bk aplikasi nya tiket hbs , dan setiap d bk hbs terus kt nya ada penambahan kuota"
HC X1,1,2024-03-09 05:19:17,Karena sangat membantu masyarakat banyak untuk pendaftaran tolong dipermudahkan dan tidak kehabisan tiket
TRI WAHYUNI,4,2023-03-13 09:38:28,Aplikasi kenapa ga bisa di buka ya... Sampai kapan bisa buka nya
Rak Haseo,1,2024-03-09 02:10:49,"biasa si program kek gini, yang di utamakan bawaan orang dalam terlebih dahulu, buktinya di suruh war tiket jam 12:00 otomatis saya cek jam jam dibawah jam 12, malah lag aplikasinya nyalahin internet saya, disini saya ngakak. setelah jam 12:10 saya cek ternyata tiket sudah habis, kwkwkwkkw this is negeri +62 bro dont forget it"
Lia Apriyani,5,2024-03-10 03:05:40,"Aplikasinya bagus banget dan Alhamdulillah dapat tiket mudik gratis, terimakasih kemenhub dan mitra darat"
Anisa Yuliani,2,2024-03-06 05:15:21,"Udah download pas mau daftar muter muter terus, tulisannya periksa kembali jaringan internet anda, padahal kuota saya banyak haha"
MZ007 RETURN,1,2023-03-13 10:25:44,"Saya sudah login, namun saat dijalankan ada pemberitahuan http failed try again mulu y? Saat saya muat ulang begitu lagi kenapa y?"
Angga Adi putra,1,2024-03-09 14:45:37,aplikasi lemot sistem y down terus saat login mudik gratis tolong di perbaiki
hendy nugroho,3,2024-03-11 01:33:50,"Fitur mudik gratis masih ada sisa kursi, tapi pas di klik ternyata kursi telah terisi, apakah ini permainan😄😂"
hari shijen,5,2024-03-18 20:28:32,"Untuk sementara berfungsi semua,kalau bisa ditambahkan live cctv, terima kasih"
Bontot bowo,2,2023-03-13 09:02:37,Tidak bisa login bagaimana ini Atau hanya bikin sensasi saja Dari pagi smpai sekerang tidak bisa login Http eror terus
husni bita fira,5,2024-03-07 11:06:27,"Min tolong mudik gratis untuk yg kursi otomatis aja, soalnya ketika pilih bangku kalah cepet udah habis, kayak tahun kmren aja ...mohon di pertimbangkan"
Bagus Hermanto,1,2023-03-13 08:27:36,"Waktu pendaftaran mudik belum di buka aplikasi nya baik2 saja berfungsi baik tapi setelah pendaftaran mudik gratis di buka aplikasi nya GK bisa di pakai eror , sebenarnya niat apa gk ngadain even mudik gratis"
Nur Sandi Rahayu,5,2024-03-29 13:08:09,"Sistem selalu eror tapi alhamdulillah dapet tiket mudik harusnya usir oknum"" Nakal kasian yg mau mudik dan yg suka cencel"" Jangan kasih lagi kasian yg butuh kalo bisa arus balik tambhn donk kejauhan posisinya mau mudik arus balik ga dapet sedih ih"
Arya Shd,1,2024-03-23 13:27:27,"gak lengkap hanya terminal besar aja, yang masih masuk ke dalam gak ada treck."
Ronny wijiantoro,1,2023-03-13 07:46:18,"Aplikasinya ga bisa buat login account Google,sama id apple gais gimana nih daftarnya,"
pradika ristiawan,4,2024-03-18 07:22:05,"Cukup membantu, mungkin kedepannya bisa lebih banyak informasi lagi"
satya abimayu,1,2024-03-11 01:21:37,"kenapa pas lagi isi nama sama nik pas mau Pencet selanjutnya malah kursi penuh, padahal tadi udah milih kursi harusnya kalo kita udah milih kursi ga bisa di ambil orang ini malah bisa percuma aja udah isi nama sama nik pas mau lanjut kursi habis tadi pas liat masih 44 kursi"
Novita Novita,3,2023-03-13 07:09:36,Setiap masuk aplikasi knpa selalu please try again. Klo aplikasi 'y udh normal & dapet tiket'y baru aq kasih bintang 5
Antoe Gantengku,5,2023-03-13 14:39:09,"Min , ini kok susah banget aplikasi di pakai apa lagi menu cuma bebarapa aja ,, utk cek mudik gratis susah sekali"
WIDHITAMA,1,2023-03-13 08:26:27,"Http failed .. connection error , broken and burner ... ???? , Maaf aplikasi ini sangat buruk dan gak berguna ... sebaiknya jangan di install .."
Cah segong Gondrong,5,2023-03-15 03:42:43,Sangat membantu . mudah mudahan tahun depan dilanjutkan lagi.
Wicaksonobintang Susy,1,2023-03-13 12:07:45,"Gak bisa login sama sekali, udh dicoba berulang kali ga bisa terus"
Dahliyah Hasanudin,2,2023-03-13 21:37:11,"Gmn nih min, pas mau daftar jm 14.00 sistem error' g bisa dibuka, pas malemnya dibuka, tiket sudah habis.. 🤦🤦."
Mister Alkaline,3,2023-03-27 07:09:11,"Yg bikin heran, katanya bisa langsung daftar offline d tempat2 yg telah d tentukan. Lalu saya ke kantor dishub kota tangerang. Eh katanya harus online dlu baru validasi d kantor dishub nya. Hehe..."
Abeng Fariz,5,2023-03-13 11:04:50,"Kereennn..... Walaupun apps sulid dibuka , mungkin karena traffic yang dahsyat"
lilie indah,3,2023-03-12 00:34:14,Saya sudah login tapi menu masukin no telpon/ wa sama OTP gak ada ya
Titi Widi,2,2023-03-21 07:43:24,Kenapa gak bisa Login ya...gagal terus mohon diperbaiki🙏
Rahman Al karim,5,2023-03-13 12:54:38,para pengguna transportasi sangat terbantu melalui aplikasi mitra darat...
Eni Setiyowati,2,2023-03-13 15:09:37,Aku udah instal tapi kenapa gabisa login ya? Padahal udh masukin email. Tapi try again
Ayu Rahayu,5,2023-03-13 07:19:58,"Kok gak bisa login email nya ya, keterangan http failed/try again"
Edy Purnomo,1,2024-07-19 07:12:25,napa posisi bus gak muncul
Dwi Kartini,5,2023-03-13 07:18:40,Alhamdulillah ada aplikasi ini....jd g perlu ngantri ...tinggal sabar aja ngedaftarnya....semoga lancar sampai hari h
alfonsus anra,5,2024-01-17 13:56:00,Aplikasi bagus tapi minta kerjasama dengan pelayanan Transjakarta dong biar bisa tau lokasi
Herry Trismanto,5,2024-08-16 00:16:58,cukup mendukung bg Masyarakat yg kepingin Wisata Daerah Ubud .Nusa 2. klo bsa rute Terace Sering.
Nabila Gina Januari 0901,1,2024-08-15 13:30:21,"BARU MAU NAIK BUS WAY LG KARNA LAMA TDK BEROPERATIONAL SEMPAT KE TEMPAT NUNGGU DI TEMPAT SBLMX JALUR GOWA MALL RAMAYANA DAN ADA 1 PENGAWAS STAND BY DAN KASH INFO KLO JALUR KE GOWA SDH PINDAH KE DEPAN MALL PANAKKUKANG ...JAM 20.45 MASIH ADA GAK BUS WAY PAK SY BERTAX KE PENGAWAS ..MASIH ADA 2 ,SETLH SY MNGGU DEPAN MP BUSNYA TDK BERHENTI DI JALUR DEPAN MP ,...SARAN SAJA MESKIPN SDH MAU CLOSE DAN BUS TTP DI JALAN TOLONG BERHENTI SESUAI JALURNYA SAJA ..THANKS"
Gerald Rafael,5,2024-08-05 08:23:40,Sangat meringankan beban masyarakat
St. C,1,2024-07-22 15:59:28,JADWAL TIDAK JELAS. Metode pembayaran juga tidak jelas . MENGECEWAKAN!
Yuuki Nisa,3,2024-09-18 09:31:44,Aku selalu ditinggal bus padahal tinggal nyebrang dan aku udah melambai ke arah busnya... Hrus nggu bus selanjutnya dan itu lama bgt..
Akbar Fitriyanto,5,2024-03-02 23:12:15,"Saya login tapi kode otp krm ke WA gak ada min, itu knp min jadinya saya gak bisa login minta bantuan nya min??"
Fitriyani 77,5,2023-03-31 03:17:43,aplikasi yg sangat bagus dan Alhamdulillah saya jadi dapat mudik gratis dari mitra darat
R bee gaming,5,2023-03-16 08:21:59,Aplikasi ini sangat membantu.terutama mudik gratisya suksses selalu buat mitradarat ya
alfian dm,5,2024-05-13 09:22:45,"Terima kasih BUMN, ini salah satu fasilitas paling sukses"
Amira Lalitha,5,2024-03-12 03:10:49,Alhamdulilah yaallah dapet tiket gratis dr mitra darat mau daftar 3 lagi.. makasih mitra darat sukses dan berkah selalu.. aamiin
Ras Wanraff,5,2023-03-16 03:56:09,Aplikasi yang sangat membantu.... Semoga semakin baik dan bermanfaat terimakasih
ergiansa AZAHRA,5,2023-03-15 02:17:53,"Sangat membantu, pelayanannya sangat baik dan memuaskan"
Crisis Action,1,2023-03-13 07:13:12,Gak bisa login malah ada tulisan http failed terus hadeh
eddy prayitno,3,2023-03-14 10:29:30,Baru juga buka udah susah akses giliran bisa quota habis
Rio Givent Alvoncus Simanjorang,2,2024-10-08 00:03:17,"halte tidak lengkap. padahal ada penanda bus trans metro deli di kompleks ikan hiu, kota bangun, medan deli"
Muhidin SPd,5,2024-04-23 13:55:00,Yang ada sudah bagus dan lebih di tingkatkan lagi (upgrade)
MNM Show,2,2024-03-07 02:08:09,"Terima kasih sudah merespons. Saya menunggu bus Trans Mamminasata di satu titik halte pukul 20.05. Di aplikasi bilang, jam operasional baru akan selesai pukul 22.00. Anehnya, sudah ada dua bus datang pada jam tersebut tapi saya dilewati begitu saja. Padahal lampunya masih menyala. Begitu terus sampai bus terakhir. Yang saya tanyakan di sini apakah jadwal di aplikasi memang berbeda dengan jadwal asli bus di tiap daerah?"
Tobias Tambunan,3,2024-01-12 13:40:55,Tolong tambahkan biskita transpakuan kota bogor karena di aplikasi teman bus sudah tidak bisa digunakan
Julianto,3,2023-03-13 07:48:21,Saya mo log in kenapa fail terus ya kak? Mo log in gagal terus. Tolong dibantu.
Dien Romli,5,2024-03-17 08:47:38,Aplikasi yang sangat bagus dan dapat berbagi informasi untuk masyarakat
Khaerul Kurniawan,3,2024-02-17 09:33:20,"bis nya lama bngt dah dtngya, katanya selang 10 mnt, udh set jam lbh ini, ga profesional bngt😠😠"
Wenda Wenda,5,2024-05-12 10:19:36,aplikasi bagus..sangat membantu
Kaspul Anwar,5,2024-05-03 22:25:35,Terimakasih kerja pemerintah membantu rakyat terbukti
FIRMANTO NAFILL (P Man),1,2024-03-16 22:48:21,"PHP doank ,jam 8 pas buka auto habis,padahal standby 10 menit sebelumnya"
Deris Irawan,5,2024-07-05 05:56:36,"Sangat membantu, good"
Alimin Alimin,5,2024-07-04 15:31:16,Terimakasih sangat membantu
Ahmad Fadzlulloh,1,2024-03-30 01:03:35,Emng sengaja di buat jaringan tidak stabil
kosin lamiarto,5,2023-03-15 06:43:52,Belum bisa buka. 😭😭😭😭 Padahal udh jam 14 34 Alhamdulillah akhirnya dapet juga tiket nya ke kebumen
Hendri Stiawan,3,2023-03-13 07:20:36,Pendaftaran Mudik Gratis baru buka langsung ngeblank Tolong di perbaiki
FMH chanel,3,2024-10-05 20:28:43,bintang 3 dulu
Anto Marjianto204,5,2024-03-03 02:55:19,Dengan ada ya aplikasi mitra darat ini sangat bermanfaat untuk orang yang membutuhkan terima kasih.
N_ahmad Badawi,4,2024-02-09 10:55:56,"Mau nanya dong , aplikasinya bisa diinstal di HP tapi kok loading mulu yah, mohon bantuannya"
Frizal Widya Subagiyo,5,2024-08-26 02:03:29,"Sangat membantu, terimakasih mitra bus"
Athiyah N.H,1,2024-08-05 13:45:48,kacau sih gk keload mapsnya sampai harus install uninstall brp kali
Maresh Ahza Danish,5,2024-02-29 12:59:53,Selalu ada pilihan perjalanan mudah dan menyenangkan
