userName,score,at,content
Slamet,5,2024-03-22 23:20:59,bagus terima kasih ada mudik gratis nikmat mudik gratis daftar mitra darat tiket habis tiket habis
Indah Arfan,5,2023-03-15 04:33:18,mantap layan muas moga tambah kuota arus balik trutama kalong jakarta
Eflin Selfina,1,2024-03-13 12:14:34,program mudik gratis nya  tiket abis mulu war dri jam ko dri aja tuju aja smua abis bagus sistem nya
sunardi adi,1,2024-03-11 02:06:41,aplikasi ribet mudik gratis kursi sdh pilih pilih orang sdh isi data tumpang kursi habis tdk bs simpan data tumpang tlg baik
ahmad kader,1,2023-03-27 01:45:08,oww jancokkk aplikasi indonesia mbuletttt tll spionase tanggal sekian buka daftar tdk login jaring sibuk apk gk manfaat
Flam Elder10,3,2024-03-07 01:04:03,bantu min server nya tolong banget login susah bener war tiket ndak dapet speed oke rumah mitra darat
Septi Novia,5,2023-03-19 01:58:55,layan ramah bantu mohon baik sistem aplikasi biar gak loading
Cubung Wasiso,1,2023-03-12 17:07:37,jam apk error ga aksesmau pake wifi data tetep mohon baik
Dieni Ayu Saraswati,1,2023-03-13 07:40:22,gak fungsi perintah masuk kerja aja test bejibun apk bagus aja gak fungsi
arnot siki,1,2024-03-09 02:27:02,yg terminal pulo gebang tiket si yg udah trus pas buka tiket eror mulu gilir tiket tau dahh habis aneh
andrea muladi,4,2024-02-28 17:20:09,buka aplikasi teman bus dewata option rute nya buka
Ahmad Noufal,2,2024-03-30 12:43:27,standby menit war tiket pas udah ganggu nunggu menit jaring masalah habis standby menit kalah masukin rute aja gabisa
Jamal Baraba,5,2024-01-29 14:56:00,akurat apk nya mantaphanya sayang aplikasi lagijadi ribet pantau bis tranpakuan bogor biskita
Srie Maulida,1,2023-12-16 14:36:07,login pakai email aplikasi notif format salah expired solusi ya akun udah lebaran kemarin
sheva veronika,1,2024-03-07 01:15:51,aplikasi bantu pas buka aplikasi error gilir udah tiket habis haduhh nyisahin aja mah
Kiageng Selo,2,2024-03-13 06:22:19,tunggu mudik gratis pas aja buka bilang habis coba kali daftar mudik gratis aneh bin ajaib omong kosong mudik gratis mending hapus dr hp aja aplikasi aplikasi gak guna
Dian Herdiana,1,2024-03-24 22:14:22,aplikasi ga serba dada kayak aplikasi sirekap gagal perintah serius layan masyarakat bidang teknologi kecewa layan perintah developer aplikasi era milenial tinggal segi aplikasi publik
Gunawan Wibowo,1,2024-03-12 22:55:25,knp ya sya udh stay jam pagitpi habis tiket coba tiket habis klau kota penuh tutup aja kasi yg ken pulkam tpi tiket habis
Nia Nia,2,2023-03-24 05:15:47,knp sangt sulit skli tuk dpt tiket sy smpe dateng bulungan tdk ad yg bntusdangkn hp tetep dn trs bsabrujg bbrp hri udh nga bsa msuk tuk dpt tiket
ari anto,2,2023-03-14 22:54:51,udah loginakan tiket jurus dah habis semuaapakah tolong penjelasanyapakah tiket borong pegawai kemenhub semuatolong penjelasany
denis setiawan,1,2024-03-30 01:32:09,kabar tgl jam buka daftar mudik gratis khusus org cepat nyata nya buka pas jam sampe jam aplikasi eror sekali uda habis ajj main kasi yg harap
Nurul Salsabila,3,2024-03-26 23:19:10,tolong min baik masak tulisanny ga internet pdhal sinyal nya bagus kendala aplikasi bikin telat masuk kampus 
Ahmad Sobari,5,2024-03-12 16:19:49,tiket gratisnyoba download mitra darat barangkali aja dapattolong ketik tiket habis melulu ya makasih
Farida Diana,2,2023-04-03 13:52:27,tulis lokasi tulis cari pilih urut berangkat tiket mudik nya
Ronny Gareng,5,2023-03-19 02:47:34,terimakasih sempat mudik barengdapet tiket pulang pergi serta motorsekali terimakasih moga depan kasih mudah masuk daftar aplikasi validasinya alhamdulillah cepat antri
Yudha Adhi,4,2023-03-13 08:32:35,update buka muncul tulis httpfailed please try gimana nih min daftar
Pamuji Sukma,1,2024-03-07 06:42:09,buruk bantu info nya bantu rakyat yg butuh mudik masuk aplikasi sesuai jam buka tiket langsung habis aplikasi sehat gak ya
Muhammad Dalail,2,2024-03-08 03:25:33,aplikasi blom  kecewa utk daftar mudik gratis susah buka nya buka kuota habis dlm dr menit
Cahya Gaming,1,2024-03-06 09:29:27,tiket udah habis aja tiket pas jam aplikasi lag jaring aman lucu emang aplikasi milik perintah
Wueland Luphe,5,2023-03-15 03:58:01,terimakasih selenggara progam mudik gratis inisemakin maju aplikasi tingkat yaa
Wigunawan Wawan,2,2024-03-30 08:52:42,aplikasi nya baik nya kalo udh dpt kursi kunci otomatis ngebleng sinyal bagus pastinyabpermainan oknum
Muhammad Hadiansyah,2,2024-03-21 01:21:33,pantau tanggal maret kemarin sesuai jam nya status kouta nya penuh
Park Chanyeol,2,2024-07-12 17:49:29,coba adu karna ga direspon samsek gatau kyak ga guna aja kek cuman tau jalur bus aja
Theo R W,1,2024-03-06 11:19:47,profesional nunggu bis jam bis nya terima tumpang pemberitahuan lambat
Diy Proyektor Indonesia,1,2023-03-13 17:35:26,error sekalianya udah habis wilayah aneh pinggir jakarta ga kaya mayor pakai aplikasi sulit bgini
Raihansyah Permana,1,2024-10-07 22:51:45,datang posisi tinggal puter cileunyi
Sony Suryadi,5,2024-03-04 07:16:58,halo min mitra darat cari tombol menu mudik gratis gk ya app mitra darat
Bela Okta,4,2023-03-13 08:01:46,gak login ya tulisanya failed terussaya coba ganti akun akun tetep tulis failed
Budi Darmawan,5,2024-09-18 21:22:15,manfaat
Tri Astri,2,2023-03-13 07:25:43,aplikasi nya aneh gilir mw daftar pas jam nya mlh logout pdhl sblmnya udh login gilir mw login lg terang nya http failed trs
Muhammad zikri Pratama putra,3,2023-03-14 02:21:56,min tiket sumatera habis dr titik berangkat jakarta kuota rb yg download aplikasi rb min
Bernardus Patmo,4,2024-02-10 11:00:55,bantu warga daerah tingkat cari halte tuju
Vanisa Dwiyanti,3,2023-03-13 09:22:21,daftar gagal pas dftr ulang terang nik daftar pesan gmna ya min
Aimanul ichsan w,5,2024-04-17 07:09:02,aplikasi transportasi ecek jadwal record mesan tiket dll
SyaJehan Aleska Ilmi,2,2024-05-18 01:12:03,aplikasi udh di-update gabisa login loading
eno angga,1,2024-05-14 18:28:39,sumpah trans solo bener kacau hp jatuh bus tb urgent hp harga jt turun darurat aja gabisa alhasil diturunin halte nya lari halte nya alhasil hp hilang
Ghesa Septian,5,2024-07-02 15:36:36,aplikasi nya bagus bangett trecking teman bus kota yg tentu
Har Yati,5,2024-04-20 07:34:57,moga transmusi maju layan bus yg bantu aktifitas
Anis Puspita sari,4,2024-03-04 02:33:15,update aplikasi menu mudik gratis mana yakenapa ga karna buka hlm tampil
Budi Gunarto,5,2024-08-16 00:45:51,usul koridor stop bus seberang rs hermina
Tukijan Ajja,1,2023-03-13 11:34:11,login aman gilir  jam buka tiket error http failed try sampe tuwek ngono trus anehhhh
Riko Suwiryo,5,2024-03-07 21:45:46,bagus sayang cakup terminal daerah gabisa program mudik gratis fyi orang bogor dekat terminal baranang siang sedia
Nuni Sahamiah,5,2024-10-03 02:51:05,mas muchi semangat yaaaa sehat sehat biar aplikasi ok mantap 
Abdus Salam232,5,2024-05-31 14:24:52,sangad bantu dlm mlakukan jalan trif bershabat dgn kantong masyarakat
Kasoem 79,1,2024-03-12 08:13:38,aplikasi modus doang buka gak masuk langsung masuk tiket habis masuk tiket habis
Ragiel,3,2023-03-13 18:48:00,login email muncul minta wa tdk contoh gimana coba daftar
Ulfa Romadhon,5,2024-01-06 22:57:50,alhamdulillah tracking teman bus kota bandung bun aplikasi teman bus jalan fiturnya
Mba Yulia,5,2024-08-16 15:21:44,bantu
Nessa Maswita,5,2024-08-04 09:23:10,manfaat bantu
Badan Intelijen Negara,5,2023-12-26 16:16:05,mantap kalo tracking teman bus aplikasi mitradarat udah akurat ga kayak kemaren ngetracking aplikasi teman bus mencet koridor eh yg koridor lain
Riyan Amorra,5,2024-09-27 14:42:17,sayangat bantu masyarakat
Riguk Infany,5,2023-04-04 01:10:20,manfaat apalahi yg jasa angkut darat moga depan tambah kembang
Dania Dewi,1,2024-02-24 12:10:07,bagus apknya mumpuni kalibut karyawan nya ramah jdi baik
barto lussy,5,2024-03-05 01:09:04,aplikasi nya bagus mohon rute nya daerah denpasar rute jalan raya set arah pasar sang maaf salah
Ika Suprihatin,3,2023-03-13 07:00:19,login ngga ya tulis nya http failed please try udah coba uninstal ngga login
Iezam Kamal,1,2024-04-01 04:05:44,kalo buka aplikasi suka tulis salah error dll jaring lancar jaya
ANDI KUSDIANTO,5,2023-03-13 12:04:20,aplikasi lengkap  mudah terimakasih mitra darat kemenhub udah bantu
Febryan Falentino Fredericktho,1,2024-03-20 04:59:07,live trackingnya ga gunamalah bikin orang tinggal bus ga realtime
Devanka Putra111,1,2024-03-10 03:43:33,parahhhhh buka udah habis tiket udah gitu costumer service nya wa respon ajah ngga
Jalu Sunu,4,2024-03-18 15:50:21,keren sih moga anggar maintenance biar kepake tp jadwal min
FLaM bOYAN,3,2024-03-11 01:03:44,moga depan kalo damping lokasi mudik tdk ad tumpang yg tinggal rest area
Elya Erfiani,5,2023-03-19 03:39:35,aplikasi mudah layan pos verifikasi cepat nyamanterimakasih mitra darat 
Tastravel Umroh,5,2023-03-13 08:46:45,aplikasi simpel mudah didonloud sabar krn banyak guna
Lurah Kampung_sebelah,1,2024-03-08 12:13:18,bug mana mudik gratis klo kuota penuh buka tuju loading nunggu kiamat
Merdira Ummaira,1,2024-03-12 02:28:37,aplikasi sbnarnya dipake ga sih tiket mudik menit cek abis
Sri Handayani,5,2024-04-08 02:58:11,daftar arus malang jakarta habissedangkan kemarin berangkat bangku bis yg kosong tolong revisi pakterima kasih
Aka amri,1,2024-03-14 01:29:08,enak offline ngorbanin ga kerja puas hasil lihat mu kaya kursi klik masukin data udah kelar eh kelar kursi habis kursi habis ga pake motor yg ikut ga dapet eh pas gilir jalan pake motor yg ngasih tau bis mas yg kosong lucu
Agus Ajah,1,2024-03-06 05:16:35,upps aplikasi lot bagus buka mudik gratis langsung
Ramadhan fajar Pratama,1,2023-03-13 07:10:42,otp kirim bener nomer tlp yg daftar akses
mochamad zainuddin,1,2023-03-13 07:03:45,aplikasi bom matang min failed opsi aplikasi browser
Dimas Harianto,5,2023-03-10 11:45:49,min fiturnya aktif aja  barusan buka apknya sisa fitur bus tracking 
Edwin Duaz,1,2023-03-14 06:38:03,arah sumatera barat padang gak bis keren keren artis sumbar
Frendy Aldo Tobing,5,2024-02-27 08:01:06,aplikasi bagus fitur lengkap simpel modern
Azzam Jaylani,4,2024-03-07 07:05:03,tim urus mudik gratis tolong tingkat kerja sy daftar nya susah sy sdh klik kursi kosong pas sy isi data kirim tahu sdh habis tiket skrg sy susah kursi kosong utk mudik
Muhammad Safrudin,1,2023-03-14 06:02:26,ga login pas udh pilih berangkat tuju klok cari ga gimana ya
Eza Rayn,2,2023-04-14 07:59:51,sampe lampung doang gratis rantau kota lampung kalo lampung tinggal nyebrang nyampe jakarta
Echi fo,3,2023-03-12 18:54:28,masuk error mulu servernya pas daftar tiket gratis sengaja bngt errorin gmn ya
Karno 18,1,2023-03-13 17:23:38,aplikasi ga siang log ga gilir udah login tiket nya habis 
Izar22 Aryadi,5,2024-04-03 13:00:23,bantu jalan kerja nyaman keren poko mantappp
Mail Mail,1,2023-03-13 11:07:48,buka apk ny salah coba gk pakek gimna daftar 
Fera Angelina,1,2023-03-13 14:14:31,gak pakai link taun nyalwt aplikasi kendala lemotgiliran pas buka habis
walang sangit,5,2023-03-13 12:02:16,http failed please try versi sdh baru sesuai arah siang sen tiket gabisa help min
Celia Setyowati,1,2023-03-13 07:45:12,aplikasi eror tolong baik nih aplikasi aplikasi
kociss ciss,1,2023-03-26 09:13:53,aplikasi gk cari gambar tiket doang gk hasil
Awan Gun,5,2023-03-13 07:41:09,top aplikasi yg bantu mudik moga server nya biar gak lot
Muhammad Dimas,1,2023-03-13 14:12:10,aplikasi kunyuk ga mutu htp gagal ga gunakalo bagus tingkat
Supri Anto,1,2023-03-14 02:52:38,klo tiket abis daftar nya tutup jgn buka bae udh aplikasi jelek bnr loadingnya adain mudik gratis
bagus wahyuni,3,2023-03-13 14:01:45,klik fitur cantum http failed please try gimana ya mohon info nya tq
Totok Sugiyanto,3,2023-03-13 07:10:10,yaelahbaru jg buka daftar aplikasi udah failed pie iki piebikin aplikasi yg benerlah
Maya Kumaya,4,2023-03-13 08:31:23,muas tingkat layan adu biar ga nunggu
dharma 02,5,2023-03-16 03:50:13,syukur alhamdulillah bantu kemenhub sgt mudah skl daftar layan ramah mengasikkan smgthn gabung lg
Fahmi Nazulmi,5,2023-03-17 01:49:38,alhamdulillah mudik gratis bareng kemenhub layan bagus daftar mudah trimakasih kemenhub sukses
Azzam Rbn,3,2023-03-13 12:22:25,min gabisa login ya tulis nya http failed ya
Endri Tri Haknyo,1,2023-03-13 07:32:34,log http failed gmn dpt kode otpnya
aqil pradana,5,2023-03-17 01:07:47,verifikasi mudik gratis layan ramah cepat ribetsemoga tambh sukses
Yuliawati Hidayah,3,2023-03-13 07:52:25,dah download update ulanggiliran jam tg ga daftar mudikkezeelll sptny aplikasi blm siappp
RIZAL AL ARIFIN,3,2023-03-13 15:03:45,sbelum daftar buka apk akses gilir udah buka jam apk ga si akses kalah yg pake iphone
Margiono 23#,3,2023-03-14 18:41:58,gak info daftar nyayg masuksetelah masuk kuota mudik gerat habis semuatolog banyak kuota
Mardalih Dalih,4,2023-03-14 08:32:41,udah buka aplikasi mitra darattapi tulis kota tuju yg muncul layar tiket habis
Muhammad Ardiansyah,5,2023-03-15 04:24:13,alhamdulillah dapet tiket gratis pp proses validasi cepat terima kasih
Zuli Ningsih,5,2024-01-31 23:53:20,manfaat usul alih jalur tolong kasih notif
Andika Putra,5,2024-03-09 01:10:53,bagus program kemenhub terimakasih aplikasi mitradarat bantu 
Bahrun Rosyadi,5,2024-02-07 11:15:50,terima kasih aplikasi bantu guna temanbus krn dpt posisi bus realtime
Yuan Aulia,5,2023-12-13 03:27:13,alhamdulillah tiket mudik gratis notifikasi aplikasi mitra darat aplikasi keren manfaat
Fuji Lestari,3,2024-03-06 05:58:05,daftar buka loading gak masuk sekali tiket habis
Kaamsalillulu Ilmaknun,3,2023-03-13 10:51:30,login pke google susah timeout please try trs maksud ya kalo dpt ksh bintang pke website msh ganpang aj msh masuk coba sampe ngga hrs sabar lh gratis hahahaha sadar aj lh
Susanti Shanti,1,2023-12-05 22:09:50,kali kali daftar mudik gratis gak halaman daftar gak buka gilir kuota habis buka
Reya Binawa,5,2023-03-20 06:55:32,halo admin mohon maaf kuota tanggal skrg habis log tp masukin tujuqn cari logo koktak biru orens gt apaya
Suhartoyo 77,5,2023-12-11 01:48:33,layan nya ramah cepat mantap terima kasih
Aqli Romario S,1,2023-03-13 14:22:52,pecumah adu gak respon aplikasi gk seblum risli pikir resiko eror nya aplikasi apa
Risna,1,2023-03-13 07:21:01,payah butuh eror trus ngebug ntar gilir kuota penuh 
Mirecel Safiti,1,2023-03-27 14:17:37,puas puas maklum aplikasi murah engk masuk loding nunggu jodoh mudik ya jalan entar tanda
RaissaIbnusabil Sabil,3,2023-03-13 07:09:18,sdh login tp tulis failed jd ga ngapa kak admin
Fajar Eka Saputra,4,2023-03-12 16:15:35,lot min ga akses titik nerangkat titik tuju
Satria Vlog,1,2023-03-13 07:18:43,mudik gratis pas buka aplikasi aja error gabisa
Nurul Sinta,1,2023-04-05 11:51:09,tiket nya sudh habis kah min daftar habis habis habis sampe saking bagi buka aplikasi nya jam
Pak Yadi,3,2023-03-13 10:06:49,login tulis http failed inimohon baik
Dedi purnomo Driver,1,2024-03-30 01:28:26,daftar mudik gratis buka jam pagipas jam aplikasi eror menit dah hbs gk kursi parah banget nih aplikasi
Faisal Akbar,1,2024-03-04 13:49:07,aplikasi gak gak layak diinstal daftar mudik gratis ga opsi
pradikta channel,1,2023-03-13 20:48:39,buka tgl maret pas login engga malam nyobaain langsung habis tiket ya nasib ya nasib terminal poris plawad tuju kebumen
Nur Sali,4,2024-03-07 08:12:36,bk daftar mudik gratis pas bk aplikasi nya tiket hbs bk hbs kt nya tambah kuota
HC X1,1,2024-03-09 05:19:17,bantu masyarakat daftar tolong mudah habis tiket
TRI WAHYUNI,4,2023-03-13 09:38:28,aplikasi ga buka ya buka nya
Rak Haseo,1,2024-03-09 02:10:49,si program kek gin utama bawa orang bukti suruh war tiket jam otomatis cek jam jam bawah jam lag aplikasi nyalahin internet ngakak jam cek tiket habis kwkwkwkkw negeri bro dont forget
Lia Apriyani,5,2024-03-10 03:05:40,aplikasi bagus banget alhamdulillah tiket mudik gratis terimakasih kemenhub mitra darat
Anisa Yuliani,2,2024-03-06 05:15:21,udah download pas daftar muter muter tulis periksa jaring internet kuota haha
MZ007 RETURN,1,2023-03-13 10:25:44,login jalan pemberitahuan http failed try mulu muat ulang
Angga Adi putra,1,2024-03-09 14:45:37,aplikasi lot sistem login mudik gratis tolong baik
hendy nugroho,3,2024-03-11 01:33:50,fitur mudik gratis sisa kursi pas klik kursi isi main
hari shijen,5,2024-03-18 20:28:32,fungsi semuakalau live cctv terima kasih
Bontot bowo,2,2023-03-13 09:02:37,login bikin sensasi pagi smpai kerang login http eror
husni bita fira,5,2024-03-07 11:06:27,min tolong mudik gratis yg kursi otomatis aja pilih bangku kalah cepet udah habis kayak kmren aja mohon timbang
Bagus Hermanto,1,2023-03-13 08:27:36,daftar mudik buka aplikasi nya fungsi daftar mudik gratis buka aplikasi nya gk pakai eror niat gk ngadain even mudik gratis
Nur Sandi Rahayu,5,2024-03-29 13:08:09,sistem eror alhamdulillah dapet tiket mudik usir oknum nakal kasi yg mudik yg suka cencel kasih kasi yg butuh kalo arus tambhn donk jauh posisi mudik arus ga dapet sedih ih
Arya Shd,1,2024-03-23 13:27:27,gak lengkap terminal aja masuk gak treck
Ronny wijiantoro,1,2023-03-13 07:46:18,aplikasi ga login account googlesama id apple gais gimana nih daftar
pradika ristiawan,4,2024-03-18 07:22:05,bantu depan informasi
satya abimayu,1,2024-03-11 01:21:37,pas isi nama nik pas pencet kursi penuh udah milih kursi kalo udah milih kursi ga ambil orang aja udah isi nama nik pas kursi habis pas liat kursi
Novita Novita,3,2023-03-13 07:09:36,masuk aplikasi knpa please try klo aplikasi  udh normal  dapet tiket  aq kasih bintang
Antoe Gantengku,5,2023-03-13 14:39:09,min susah banget aplikasi pakai menu bebarapa aja utk cek mudik gratis susah
WIDHITAMA,1,2023-03-13 08:26:27,http failed connection error broken burner maaf aplikasi buruk gak guna install
Cah segong Gondrong,5,2023-03-15 03:42:43,bantu mudah mudah lanjut
Wicaksonobintang Susy,1,2023-03-13 12:07:45,gak login udh coba ulang kali ga
Dahliyah Hasanudin,2,2023-03-13 21:37:11,gmn nih min pas daftar jm sistem error  buka pas malemnya buka tiket habis 
Mister Alkaline,3,2023-03-27 07:09:11,yg bikin heran langsung daftar offline yg tentu kantor dishub kota tangerang eh online dlu validasi kantor dishub nya hehe
Abeng Fariz,5,2023-03-13 11:04:50,kereennn apps sulid buka traffic dahsyat
lilie indah,3,2023-03-12 00:34:14,login menu masukin telpon wa otp gak ya
Titi Widi,2,2023-03-21 07:43:24,gak login yagagal mohon baik
Rahman Al karim,5,2023-03-13 12:54:38,guna transportasi bantu aplikasi mitra darat
Eni Setiyowati,2,2023-03-13 15:09:37,udah instal gabisa login ya udh masukin email try
Ayu Rahayu,5,2023-03-13 07:19:58,gak login email nya ya terang http failed try
Edy Purnomo,1,2024-07-19 07:12:25,napa posisi bus gak muncul
Dwi Kartini,5,2023-03-13 07:18:40,alhamdulillah aplikasi inijd ngantri tinggal sabar aja ngedaftarnyasemoga lancar
alfonsus anra,5,2024-01-17 13:56:00,aplikasi bagus kerjasama layan transjakarta biar tau lokasi
Herry Trismanto,5,2024-08-16 00:16:58,dukung bg masyarakat yg kepingin wisata daerah ubud nusa klo bsa rute terace
Nabila Gina Januari 0901,1,2024-08-15 13:30:21,bus way lg karna tdk beroperational nunggu sblmx jalur gowa mall ramayana awas stand kash info klo jalur gowa sdh pindah mall panakkukang jam gak bus way sy bertax awas setlh sy mnggu mp bus tdk henti jalur mp saran meskipn sdh close bus ttp jalan tolong henti sesuai jalur thanks
Gerald Rafael,5,2024-08-05 08:23:40,ringan beban masyarakat
St. C,1,2024-07-22 15:59:28,jadwal metode bayar kecewa
Yuuki Nisa,3,2024-09-18 09:31:44,tinggal bus tinggal nyebrang udah lambai arah bus hrus nggu bus bgt
Akbar Fitriyanto,5,2024-03-02 23:12:15,login kode otp krm wa gak min knp min gak login bantu nya min
Fitriyani 77,5,2023-03-31 03:17:43,aplikasi yg bagus alhamdulillah mudik gratis mitra darat
R bee gaming,5,2023-03-16 08:21:59,aplikasi membantuterutama mudik gratisya suksses mitradarat ya
alfian dm,5,2024-05-13 09:22:45,terima kasih bumn salah fasilitas sukses
Amira Lalitha,5,2024-03-12 03:10:49,alhamdulilah yaallah dapet tiket gratis dr mitra darat daftar makasih mitra darat sukses berkah aamiin
Ras Wanraff,5,2023-03-16 03:56:09,aplikasi bantu moga manfaat terimakasih
ergiansa AZAHRA,5,2023-03-15 02:17:53,bantu layan muas
Crisis Action,1,2023-03-13 07:13:12,gak login tulis http failed hadeh
eddy prayitno,3,2023-03-14 10:29:30,buka udah susah akses gilir quota habis
Rio Givent Alvoncus Simanjorang,2,2024-10-08 00:03:17,halte lengkap tanda bus trans metro deli kompleks ikan hiu kota bangun medan deli
Muhidin SPd,5,2024-04-23 13:55:00,bagus tingkat upgrade
MNM Show,2,2024-03-07 02:08:09,terima kasih respons tunggu bus trans mamminasata titik halte aplikasi bilang jam operasional selesai aneh bus jam lewat lampu nyala bus jadwal aplikasi beda jadwal asli bus daerah
Tobias Tambunan,3,2024-01-12 13:40:55,tolong tambah biskita transpakuan kota bogor aplikasi teman bus
Julianto,3,2023-03-13 07:48:21,mo log fail ya kak mo log gagal tolong bantu
Dien Romli,5,2024-03-17 08:47:38,aplikasi bagus bagi informasi masyarakat
Khaerul Kurniawan,3,2024-02-17 09:33:20,bis nya bngt dah dtngya selang mnt udh set jam lbh ga profesional bngt 
Wenda Wenda,5,2024-05-12 10:19:36,aplikasi bagussangat bantu
Kaspul Anwar,5,2024-05-03 22:25:35,terimakasih kerja perintah bantu rakyat bukti
FIRMANTO NAFILL (P Man),1,2024-03-16 22:48:21,php doank jam pas buka auto habispadahal standby menit
Deris Irawan,5,2024-07-05 05:56:36,bantu good
Alimin Alimin,5,2024-07-04 15:31:16,terimakasih bantu
Ahmad Fadzlulloh,1,2024-03-30 01:03:35,emng sengaja jaring stabil
kosin lamiarto,5,2023-03-15 06:43:52,buka  udh jam alhamdulillah dapet tiket nya kebumen
Hendri Stiawan,3,2023-03-13 07:20:36,daftar mudik gratis buka langsung ngeblank tolong baik
FMH chanel,3,2024-10-05 20:28:43,bintang
Anto Marjianto204,5,2024-03-03 02:55:19,ya aplikasi mitra darat manfaat orang butuh terima kasih
N_ahmad Badawi,4,2024-02-09 10:55:56,nanya aplikasi diinstal hp loading mulu yah mohon bantu
Frizal Widya Subagiyo,5,2024-08-26 02:03:29,bantu terimakasih mitra bus
Athiyah N.H,1,2024-08-05 13:45:48,kacau sih gk keload mapsnya install uninstall brp kali
Maresh Ahza Danish,5,2024-02-29 12:59:53,pilih jalan mudah senang
Oki Adinegara,1,2024-03-06 07:20:50,payah rute mudik gratis bus gak da rute  bandung mudik motis kereta api jg berangkat jakarta aja bohong habis kuota orang jakarta
Bagas Setiaji,2,2024-03-13 22:29:10,apps nya gimn ngetik kota tuju ko gak ya
agus susanto,1,2024-03-11 23:53:26,buka daftar langsung habis tiketsusah buka aplikasi terang tiket habis
Iyon Tri,1,2023-04-01 06:50:56,masak iya daftar buka tiket habis coba jurus habis hebat
Aris Widodo,1,2023-04-16 14:17:52,terima kasih menteri hubung tiket yg validasi nyata laku
"tomato,z Red boys",1,2024-03-09 01:24:04,instal apk nya mncb untung tiket mudik gratis tp buset habus mulu hibgga sdh habis error server nya
Erna Setiawati,5,2023-03-18 03:05:15,terima kasih kemen hub tiket gratis layan yg 
Ribet Amat,1,2023-03-13 13:59:53,apk lemod gilir tiket mudik gratis udah abis buka tawan bgt something
toni BA,5,2023-03-13 02:43:53,bagus apk nya lancar dr download tinggal menu mudik gratis blm bs daftar nih
Sulhan Farozi,1,2023-03-13 08:12:48,aplikasi bangke http eror mulu sinyal udh bagus
Taufik Arif,5,2023-03-13 06:22:14,menu tracking bus cek laik yg salah
Muhammad Achmal,5,2024-08-09 02:13:47,terimakasih dishub sedia trans semanggi surabaya mudah mahasiswa pergi ongkos murah
Ria haha,3,2023-03-13 07:30:16,apk nya gak akses error  mulu nih
Deny Davyy,1,2024-03-06 15:20:11,muncul gambar tiket klik
Kaka Donie,3,2024-03-06 05:31:06,event mudik gratis sistem nya lot bngt loadingnya
Aji GP,1,2023-03-13 07:07:03,aplikasi bapuk standby nih http temu aneh
Yuli Ati,1,2024-02-26 06:17:01,sy gak login kode otp gak kirim wa udh sy ulang trs gmn solusi
ega harto,5,2024-03-08 08:06:33,oke layan mantap informasi lengkap mudah terima kasih mitra darat
Rudi Utama,1,2024-02-26 14:24:44,login kirim kode otp
ARIO PUJILAKSONO,5,2023-03-13 07:48:33,oke tingkat kapasitas konten
Halidiyah Syamlan,1,2024-03-06 05:10:25,aplikasi penipugiliran pake daftar mudik gratiserorklo gak ikhlas gak ngadain acara mudik gratisbuat interent ajagak publik
Muhamad Ubaidillah,3,2023-03-13 07:06:57,daftar buka aplikasi eror aneh bgt biasa aplikasi perintah jelek
Andi Prasetyo,1,2024-03-11 11:51:06,gak dapatbaru buka apkikasi tiket habistiket habismaksud  mna coba
K D,5,2023-12-17 10:36:26,aplikasi cepat ga ribet terverivikasi
hay nama saya odading mang oleh,4,2024-09-14 04:05:47,gg tau ni aplikasi goks
Adi Hariyanto,5,2023-03-18 01:56:29,aplikasi manfaat layan
Yuda Tama,5,2023-03-17 02:33:58,layan mudah cepat dah ramah
sarno danang,5,2024-03-19 20:44:03,terima kasih sedia mudik gratis gak gak sarana  yg buang sia sia
Ana Fitria,3,2023-03-13 15:30:20,error  trs ya  bus gratis try try
Miskiah Pahruddin,5,2024-10-12 12:23:58,terimakasih teman bus
Ujang Supardi askut,5,2024-02-02 00:24:58,bus teman cimahi-bdgbdg-bale endah dgn fasilitas -tol lansia nyaman notes -tol bni ganti mandiri -mail gantimemang sprti kah yg pskai
Ika Prastiwi,1,2024-03-12 01:08:21,kalo tau tiket online mudik gratis klik kantor jual ofline main kaya gitu
Vadoli Ridho,5,2024-04-20 07:28:58,bantu bus transmusi
Al Zhum,1,2023-03-13 19:05:39,ga bikin ga guna sumpah menuh - menuhin memori ngehabisin kuota doang
Adilalrizky,5,2024-05-19 15:44:37,aplikasi bantu banget liat datang bis 
Alfi Alfiani,5,2023-03-16 07:10:02,terimakasih kemenhub layan moga depan dtambah kuota mudik gratis
Priscilla Wulandari,1,2024-04-22 09:59:56,jelek bagus teman bus lot parah gabisa buka
Farah Arniza,2,2024-04-23 10:57:28,ga log pdhl lancar aja
Roziyah Yayah,1,2024-06-24 01:47:21,apk ga buka loading
Catur Aji,1,2024-03-19 06:08:24,minggu daftar mudik gratispdhl jam cobadari bus tuju penuh sampe bus penuhblm daftar
Erna Diva,5,2024-04-19 06:40:41,bantu keluarga mudik gratis mitra daratkarena keluarga kumpul kampung halaman terimakasih mitra darat
Kola Syaiku01,5,2023-03-13 03:13:23,bantu aplikasi cepat tanggap
Emi Amiuti,4,2023-03-13 15:23:45,gak masuk https error tulis nya
Rusmanto Rusmanto,5,2024-03-10 01:13:20,buka mudah jd sulitmohon perhati
Itaul Risqoh,2,2024-03-10 01:11:38,laman eror nge war tiket mudik gratis baik masuk mudah
